fid,FUNCION_PRINCIPAL,SUBCATEGORIA,ESTABLECIMIENTO,FUNCION_SECUNDARIA,PROGRAMACION,SUCURSAL,SALA,CALLE,ALTURA,BARRIO,COMUNA,DIRECCION,LONGITUD,LATITUD,TELEFONO,MAIL,WEB,,FACEBOOK,TWITTER,INSTAGRAM,CAMARA_1,CAMARA_2,REDES,PUNTO_DE_CULTURA,OTRAS_REDES,CANTIDAD_SALAS,CAPACIDAD_TOTAL,TAG
1842,GALERIA DE ARTE,,PATIO THAMES. BAZAR DE ARTE,,,,,THAMES,1678,PALERMO,COMUNA 14,"THAMES 1678, CABA",-58.430419,-34.587524,,CONTACTO@PATIOTHAMES.COM.AR,,,https://www.facebook.com/patiothames/,,,,,,,,,0,
1843,GALERIA DE ARTE,,PERAS DE OLMO. ARS CONTINUA,,,,,VEGA. NICETO. CNEL.,4678,PALERMO,COMUNA 14,"VEGA, NICETO, CNEL. 4678, CABA",-58.430056,-34.593188,,PERAS.DE.OLMO.ART@GMAIL.COM,http://perasdeolmo.blogspot.com/,,https://www.facebook.com/perasdeolmoars/,,,,,,,,,0,
1844,GALERIA DE ARTE,,PERRO VERDE ESPACIO DE ARTE,,,,,DORREGO AV.,1226,CHACARITA,COMUNA 15,"DORREGO AV. 1226, CABA",-58.44563,-34.587393,,,,,,,,,,,,,,0,
1845,GALERIA DE ARTE,,PIEDRAS,,,,,AV. RIVADAVIA,2625,BALVANERA,COMUNA 3,"RIVADAVIA AV. 2625, CABA",-58.40364,-34.60991,112541 6000,info@espaciopiedras.com,http://espaciopiedras.com/,,,,@piedrasgaleria,MERIDIANO,,,,,,0,
1846,GALERIA DE ARTE,,PIEDRAS,,,,,RIVADAVIA AV.,2623,BALVANERA,COMUNA 3,"RIVADAVIA AV. 2623, CABA",-58.403581,-34.609906,,,,,,,,,,,,,,0,
1847,GALERIA DE ARTE,,POPA. GALERIA DE ARTE CONTEMPORENEO,,,,,ARAOZ DE LAMADRID. GREGORIO. GRAL.,882,BOCA,COMUNA 4,"ARAOZ DE LAMADRID, GREGORIO, GRAL. 882, CABA",-58.364733,-34.63951,,,,,,,,,,,,,,0,
1848,GALERIA DE ARTE,,QUADRO,,,,,"CAFFARENA, AGUSTIN R.",199,BOCA,COMUNA 4,"CAFFARENA, AGUSTIN R. 199, CABA",-58.358123,-34.630778,1135064630,infoquadrogaleria@gmail.com,https://www.quadrogaleria.com/,,https://www.facebook.com/QUADROGALERIA/,@QUADROGALERIA,https://www.instagram.com/quadrogaleria_/,MERIDIANO,,,,,,0,
1849,GALERIA DE ARTE,,QUIMERA,,,,,GUEMES,4474,PALERMO,COMUNA 14,"GUEMES 4474, CABA",-58.422635,-34.582374,4772-8553 ,info@quimeragaleria.com,https://www.quimeragaleria.com/,,,,@quimeragaleria,MERIDIANO,,,,,,0,
1850,GALERIA DE ARTE,,REVOLVER GALERIA,,,,,"PAGANO, JOSE LEON",2750,PALERMO,COMUNA 14,"PAGANO, JOSE LEON 2750, CABA",-58.40027,-34.583423,1130960024,contacto@revolvergaleria.com,www.revolvergaleria.com,,,,https://www.instagram.com/revolvergaleria/?hl=es-la,MERIDIANO,,,,,,0,
1851,GALERIA DE ARTE,,RG EN EL ARTE,,,,,MONTAÑESES,3150,NUÑEZ,COMUNA 13,"MONTAÑESES 3150, CABA",-58.456937,-34.548275,,,,,https://www.facebook.com/RG-en-el-Arte-304128396739839/?ref=py_c,,@rgenelarte,,,,,,,0,
1852,GALERIA DE ARTE,,RO GALERIA DE ARTE,,,,,PARANA,58,SAN NICOLAS,COMUNA 1,"PARANA 58, CABA",-58.387751,-34.608081,4815-6467,ROART@ROART.COM.AR,WWW.ROART.COM.AR,,https://www.facebook.com/ROgaleriadearte,,,,,,,,,0,
1853,GALERIA DE ARTE,,RUBY,,,,,FOREST AV.,379,CHACARITA,COMUNA 15,"FOREST AV. 379, CABA",-58.451817,-34.587411,,galeriaruby@gmail.com,http://www.galeriaruby.com.ar/,,https://www.facebook.com/galeriaruby,,@rubygaleria,,,,,,,0,
1854,GALERIA DE ARTE,,SAAP - SOCIEDAD ARGENTINA DE ARTISTAS PLASTICOS,,,,,VIAMONTE,458,SAN NICOLAS,COMUNA 1,"VIAMONTE 458, CABA",-58.373443,-34.599765,4312-5152,INFOSAAP2@GMAIL.COM,http://www.saap.com.ar/,,https://www.facebook.com/SociedadArgentinadeArtistasPlasticosOficial/,,,,,,,,,0,
1855,GALERIA DE ARTE,,SEGUI,,,,,"SEGUI, F. J., ALTE.",1928,VILLA GRAL. MITRE,COMUNA 11,"SEGUI, F. J., ALTE. 1928, CABA",-58.462529,-34.604717,,,,,,,,,,,,,,0,
1856,GALERIA DE ARTE,,SELVANEGRA GALERIA,,,,,GURRUCHAGA,301,VILLA CRESPO,COMUNA 15,"GURRUCHAGA 301, CABA",-58.443567,-34.598856,4072 4248,galeriaselvanegra@gmail.com,http://galeriaselvanegra.com.ar/,,https://www.facebook.com/selvanegragaleria.ar/,,https://www.instagram.com/selvanegragaleria/?hl=es-la,MERIDIANO,,,,,,0,
1857,GALERIA DE ARTE,,SMART GALLERY,,,,,ALVEAR,1580,RETIRO,COMUNA 1,"ALVEAR 1580, CABA",-58.385683,-34.590015,1562732429,arte@smartgalleryba.com,https://smartgalleryba.com/,,https://www.facebook.com/smartgalleryba,@SmartGalleryBA,https://www.instagram.com/smartgalleryba/,MERIDIANO,,,,,,0,
1858,GALERIA DE ARTE,,SOLER ESPACIO DE ARTE,,,,,SOLER,5072,PALERMO,COMUNA 14,"SOLER 5072, CABA",-58.428375,-34.584285,4771-0282,solerespaciodearte@gmail.com,,,https://www.facebook.com/solesespaciodeartebuenosaires/,,,,,,,,,0,
1859,GALERIA DE ARTE,,SOPHIE ESPACIO DE ARTE,,,,,URIARTE,2142,PALERMO,COMUNA 14,"URIARTE 2142, CABA",-58.426707,-34.583766,4043-8774,,,,https://www.facebook.com/espaciodeartesophie/,,@sophieespaciode,,,,,,,0,
1860,GALERIA DE ARTE,,STUDIO 488 / MM,,,,,EL SALVADOR,4138,PALERMO,COMUNA 14,"EL SALVADOR 4138, CABA",-58.421352,-34.592827,,,,,,,,,,,,,,0,
1861,GALERIA DE ARTE,,SUIPACHA GALERIA,,,,,SUIPACHA,1264,RETIRO,COMUNA 1,"SUIPACHA 1264, CABA",-58.380121,-34.593319,4322-1566,,http://suipachagaleria.com.ar/,,,,,,,,,,,0,
1862,GALERIA DE ARTE,,TIENDA QUORUM,,,,,DEFENSA,894,SAN TELMO,COMUNA 1,"DEFENSA 894, CABA",-58.371579,-34.61836,4300-6931,hola@tiendaquorum.com,https://www.tiendaquorum.com/,,https://www.facebook.com/tiendaquorum/,,@tiendaquorum,,,,,,,0,
1863,GALERIA DE ARTE,,TRANSARTE EMERGENCIAS CULTURALES,,,,,DEFENSA,1326,SAN TELMO,COMUNA 1,"DEFENSA 1326, CABA",-58.371218,-34.623394,4361-7276,4804-3700 / 3800,WWW.TRANSARTEWEB.COM.AR,,,,,,,,,,,0,
1864,GALERIA DE ARTE,,UNTITLED CONTEMPORARY ART,,,,,DRAGO. LUIS MARIA,500,VILLA CRESPO,COMUNA 15,"DRAGO, LUIS MARIA 500, CABA",-58.438745,-34.599976,15-5036-7360,UNTITLEDARTHOUSE@GMAIL.COM,,,https://www.facebook.com/pages/category/Art-Gallery/Untitled-Contemporary-Art-594731817203708/,,,,,,,,,0,
1865,GALERIA DE ARTE,,UV ESTUDIOS,,,,,HUMBOLDT,402,VILLA CRESPO,COMUNA 15,"HUMBOLDT 402, CABA",-58.448025,-34.59491,,INFO@UVESTUDIOS.COM,http://www.uvestudios.com/,,https://www.facebook.com/uvestudios/,,@uvestudios,,,,,,,0,
1866,GALERIA DE ARTE,,VILLA Z,,,,,NUEVA ZELANDIA,4830,CHACARITA,COMUNA 15,"NUEVA ZELANDIA 4830, CABA",-58.455838,-34.596948,5024-5131,miceliaudiovisual@gmail.com,,,https://www.facebook.com/villazeta/,,,,,,,,,0,
1867,GALERIA DE ARTE,,WALDENGALLERY,,,,,VIAMONTE,452,SAN NICOLAS,COMUNA 1,"VIAMONTE 452, CABA",-58.373443,-34.599765,3972 5524,info@waldengallery.com,http://www.waldengallery.com/,,https://www.facebook.com/waldengalleryar/,,https://www.instagram.com/waldengallery/,MERIDIANO,,,,,,0,
1868,GALERIA DE ARTE,,WITCOMB. GALERIA DE ARTE,,,,,RODRIGUEZ PEÑA,1050,RECOLETA,COMUNA 2,"RODRIGUEZ PEÑA 1050, CABA",-58.391934,-34.596523,2136-4020 // 15 6107-8798,info@galeriaswitcomb.com.ar,http://www.galeriaswitcomb.com.ar/,,https://www.facebook.com/GaleriasWitcombArteArgentino/,,@galeriaswitcomb,,,,,,,0,
1869,GALERIA DE ARTE,,ZAVALETA LAB ARTE CONTEMPORANEO,,,,,"YRIGOYEN, HIPOLITO",833,MONSERRAT,COMUNA 1,"YRIGOYEN, HIPOLITO 833, CABA",-58.378035,-34.609386,4342-9293 / 4331-2439,,WWW.ZAVALETALAB.COM,,,,,,,,,,,0,
1870,LIBRERIA,ANTIGUOS,1960 TIERRA ADENTRO,,,,,RUSSEL,5017,PALERMO,COMUNA 14,"RUSSEL 5017, CABA",-58.428837,-34.587562,,florentino.ariza@1690ta.com/ isabel.debohemia@1690ta.com,,,,,,,,,,,,0,
1871,LIBRERIA,GENERAL,A LIBRO ABIERTO,,,,,CORRIENTES AV.,2110,BALVANERA,COMUNA 3,"CORRIENTES AV. 2110, CABA",-58.396919,-34.604619,011 4952-5636,claudiobsuaya@yahoo.com.ar,s/d,,,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1872,LIBRERIA,GENERAL,AARS LIBREROS,,,,,LARREA,938,RECOLETA,COMUNA 2,"LARREA 938, CABA",-58.401953,-34.597213,49618054,,,,https://www.facebook.com/Aars-Libreros-221250021331955/?ref=page_internal,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1873,LIBRERIA,GENERAL,ABC,,,,,"FALCON, RAMON L.,CNEL.",7073,LINIERS,COMUNA 9,"FALCON, RAMON L.,CNEL. 7073, CABA",-58.525928,-34.640175,4642-0387,,,,https://www.facebook.com/abcliniers,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1874,LIBRERIA,GENERAL,ABCS,,,LOPE DE VEGA,,LOPE DE VEGA AV.,3128,VILLA REAL,COMUNA 10,"LOPE DE VEGA AV. 3128, CABA",-58.525417,-34.613865,4567-6700,,,,,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1875,LIBRERIA,ESPECIALIZADA,ABRAZANDO CUENTOS,,,,,CORDOBA AV.,5967,PALERMO,COMUNA 14,"CORDOBA AV. 5967, CABA",-58.444145,-34.58485,1564538162,abrazandocuentos@gmail.com,https://www.abrazandocuentos.com.ar/,,@abrazandocuentos,,@abrazandocuentos,,,,,,0,0,INFANTIL Y JUVENIL
1876,LIBRERIA,GENERAL,ACME AGENCY,,,CAMACUA,,CAMACUA,87,FLORES,COMUNA 7,"CAMACUA 87, CABA",-58.458371,-34.628594,,,,,,,,,,,,,,0,
1877,LIBRERIA,ESPECIALIZADA,AD-HOC VILLELA EDITOR,,,,,VIAMONTE,1450,SAN NICOLAS,COMUNA 1,"VIAMONTE 1450, CABA",-58.38737,-34.600652,4371-0778,,https://www.adhoc-villela.com/,,https://www.facebook.com/editorialadhoc,,,,,,,,,0,LEGAL
1878,LIBRERIA,ESPECIALIZADA,AGAPE LIBROS,,,,,SAN MARTIN AV.,6863,VILLA DEVOTO,COMUNA 11,"SAN MARTIN AV. 6863, CABA",-58.510239,-34.591869,,,https://www.agape-libros.com.ar/,,https://www.facebook.com/agapelibros/,,,,,,,,,0,RELIGIÓN
1879,LIBRERIA,ESPECIALIZADA,AGAPE LIBROS,,,,,ESMERALDA,755,SAN NICOLAS,COMUNA 1,"ESMERALDA 755, CABA",-58.378219,-34.599376,4328-4606,,https://www.agape-libros.com.ar/,,,,,,,,,,,0,"RELIGIÓN, ESPIRITUALIDAD"
1880,LIBRERIA,GENERAL,AGUAFUERTES LIBROS,,,,,SANTA FE AV.,4200,PALERMO,COMUNA 14,"SANTA FE AV. 4200, CABA",-58.421715,-34.581303,4899-2537,aguafuerteslibros@outlook.com,https://www.aguafuerteslibros.com.ar/,,https://www.facebook.com/www.aguafuerteslibros.com.ar/,"Libros, revistas y comics",,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1881,LIBRERIA,GENERAL,AGUILAR,,,,,LA PAMPA,4772,VILLA ORTUZAR,COMUNA 15,"LA PAMPA 4772, CABA",-58.4766,-34.577823,"5,49114E+12",libreriaaguilar@gmail.com,https://libreriaaguilar.com.ar/,,,,libreria.aguilar,,,,,,0,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1882,LIBRERIA,GENERAL,AGUILAR LIBRERIA,,,,,"GOYENA, PEDRO AV.",525,CABALLITO,COMUNA 6,"GOYENA, PEDRO AV. 525, CABA",-58.434808,-34.625821,4923-3233,ventaslibreriaaguilar@hotmail.com,,,https://www.facebook.com/pages/category/Bookstore/Librer%C3%ADa-Aguilar-211586919439455/,,,,,,,,0,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1883,LIBRERIA,ESPECIALIZADA,AKADIA Y EDITORIAL,,,,,PARAGUAY,2078,RECOLETA,COMUNA 2,"PARAGUAY 2078, CABA",-58.396923,-34.598654,4961-8614 ó 4964-2230,editorialakadia@gmail.com,http://www.editorialakadia.com/,,https://www.facebook.com/pages/category/College---University-Bookstore/Libreria-Akadia-Editorial-256844824356870/,,,,,,,,,0,MEDICINA
1884,LIBRERIA,GENERAL,ALAMUT LIBROS,,,,,"BORGES, JORGE LUIS",1985,PALERMO,COMUNA 14,"BORGES, JORGE LUIS 1985, CABA",-58.426247,-34.58622,4833-9184,alamutlibros@gmail.com,https://alamutlibros.com.ar/,,https://www.facebook.com/alamut.libros/,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1885,LIBRERIA,ESPECIALIZADA,ALBERTO CASARES,,,,,SUIPACHA,521,SAN NICOLAS,COMUNA 1,"SUIPACHA 521, CABA",-58.379523,-34.602124,4322-6198,casareslibros@fibertel.com.ar,,,https://www.facebook.com/libreriacasares/,,,,,,,,,0,"LITERTURA, ARTE E HISTORIA ARGENTINA, ESPAÑOLA Y AMERICANA."
1886,LIBRERIA,GENERAL,ANTAMI LIBROS,,,,,PICHINCHA,45,BALVANERA,COMUNA 3,"PICHINCHA 45, CABA",-58.399145,-34.61006,,,,,,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1887,LIBRERIA,ESPECIALIZADA,ANTICUARIA POEMA 20,,,,,ESMERALDA,869,RETIRO,COMUNA 1,"ESMERALDA 869, CABA",-58.378303,-34.598084,4312-0199,poema20@fibertel.com.ar,,,https://www.facebook.com/Librer%C3%ADa-Anticuaria-Poema-20,,,,,,,,,0,"ANTIGUOS, RAREZAS, COLECCIONABLES"
1888,LIBRERIA,GENERAL,ANTIGONA,,,CORRIENTES,,CORRIENTES AV.,1555,SAN NICOLAS,COMUNA 1,"CORRIENTES AV. 1555, CABA",-58.38872,-34.60416,50778013,antigonacccfgorini@edicionesdelsol.com,https://www.antigonalibros.com.ar/,,https://www.facebook.com/pages/Ant%C3%ADgona-Libros/174367225982097,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1889,LIBRERIA,GENERAL,ANTIGONA,,,LAS HERAS,,LAS HERAS GENERAL AV.,2597,RECOLETA,COMUNA 2,"LAS HERAS GENERAL AV. 2597, CABA",-58.399685,-34.585133,4802-8414,antigonabiblioteca@edicionesdelsol.com.ar,https://www.antigonalibros.com.ar/,,https://www.facebook.com/pages/category/Author/Ant%C3%ADgona-Libros-174367225982097/,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1890,LIBRERIA,ESPECIALIZADA,ANTIGUA FRAY MOCHO,,,,,SARMIENTO,1832,BALVANERA,COMUNA 3,"SARMIENTO 1832, CABA",-58.392702,-34.605714,4372-6646,,,,https://www.facebook.com/antiguafraymocho/,,,,,,,,,0,TEATRO
1891,LIBRERIA,ANTIGUOS,AQUILANTI Y FERNANDO BLANCO LIBROS,,,,,RINCON,79,BALVANERA,COMUNA 3,"RINCON 79, CABA",-58.396291,-34.610303,4952- 4546,,https://aquilanti.com.ar/,,,,https://www.instagram.com/libreria_aquilanti/,,,,,,,0,"HISTORIA, POLITICA, LITERATURA,ARTE Y CIENCIAS DE LATINOAMÉRICA"
1892,LIBRERIA,GENERAL,AQUILEA,,,,,CORRIENTES AV.,2008,BALVANERA,COMUNA 3,"CORRIENTES AV. 2008, CABA",-58.395431,-34.604581,,,,,https://www.facebook.com/LibreriaAquilea/,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1893,LIBRERIA,GENERAL,ARCADIA LIBROS,,,,,"ALVEAR, MARCELO T. DE",1548,RECOLETA,COMUNA 2,"ALVEAR, MARCELO T. DE 1548, CABA",-58.389008,-34.597196,52588801,arcadialibros@fibertel.com,http://arcadialibros.blogspot.com/,,https://www.facebook.com/arcadia.libros/,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1894,LIBRERIA,GENERAL,ARGONAUTAS,,,,,SANTA FE AV.,2530,RECOLETA,COMUNA 2,"SANTA FE AV. 2530, CABA",-58.402875,-34.594382,4826-5537,losargonautaslibros@hotmail.com,https://argonautas.com.ar/,,,,losargonautaslibros,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1895,LIBRERIA,GENERAL,ARNALDO ORFILA REYNAL,,,,,COSTA RICA,4566,PALERMO,COMUNA 14,"COSTA RICA 4566, CABA",-58.425854,-34.589014,2088-8632,info@libreriadelfondo.com.ar,https://libreriadelfondo.mercadoshops.com.ar/,,https://www.facebook.com/libreriadelfondoargentina/,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1896,LIBRERIA,ESPECIALIZADA,ASUIMAGEN,,,,,RIVADAVIA AV.,3474,ALMAGRO,COMUNA 5,"RIVADAVIA AV. 3474, CABA",-58.415319,-34.610872,,,,,,,,,,,,,0,0,RELIGIÓN
1897,LIBRERIA,ESPECIALIZADA,ASUNTO IMPRESO,,,RIVAROLA,,"RIVAROLA, RODOLFO, DR.",153,SAN NICOLAS,COMUNA 1,"RIVAROLA, RODOLFO, DR. 153, CABA",-58.3854,-34.60685,4372-4957,libreria@asuntoimpreso.com,https://asuntoimpreso.com/,,https://www.facebook.com/LibreriadelaImagen,,,,,,,,,0,"LIBROS ILUSTRADOS, LIBROS DE ARTE"
1898,LIBRERIA,GENERAL,ATENEA,,,,,RIVADAVIA AV.,8267,FLORESTA,COMUNA 10,"RIVADAVIA AV. 8267, CABA",-58.48002,-34.633256,5157-6399,librosatenea@gmail.com,https://libreriaatenea-bookstore.negocio.site/ https://librosatenea.mercadoshops.com.ar/,,,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1899,LIBRERIA,ESPECIALIZADA,ATLANTE,,,,,"ALVEAR, MARCELO T. DE",2111,RECOLETA,COMUNA 2,"ALVEAR, MARCELO T. DE 2111, CABA",-58.397732,-34.597162,4961-6506,info@editorialatlante.com.ar,https://www.editorialatlante.com.ar/,,https://www.facebook.com/editorialatlante/,,,,,,,,,0,MEDICINA
1900,LIBRERIA,ESPECIALIZADA,ATLANTE,,,,,JUNIN,827,RECOLETA,COMUNA 2,"JUNIN 827, CABA",-58.397175,-34.59946,4961-6506,info@editorialatlante.com.ar,https://www.editorialatlante.com.ar/,,https://www.facebook.com/editorialatlante/,,,,,,,,,0,MEDICINA
1901,LIBRERIA,ESPECIALIZADA,B DE F,,,,,TALCAHUANO,485,SAN NICOLAS,COMUNA 1,"TALCAHUANO 485, CABA",-58.385157,-34.602916,,bdef.libreria@hotmail.com,https://www.editorialbdef.com.ar/,,,,https://www.instagram.com/editorialbdefbuenosaires/,,,,,,0,0,DERECHO
1902,LIBRERIA,GENERAL,BADARACO,,,,,ENTRE RIOS AV.,932,CONSTITUCION,COMUNA 1,"ENTRE RIOS AV. 932, CABA",-58.39156,-34.61943,15-65204589/ al 4304-6959,libreriabadaraco@gmail.com,http://badaracodistribuidor.blogspot.com.ar/,,https://www.facebook.com/badaraco.libros,,https://www.instagram.com/badaracolibros/?hl=es-la,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1903,LIBRERIA,GENERAL,BANANA,,,,,AUSTRIA,,RECOLETA,COMUNA 2,"AUSTRIA y PEÑA, CABA",-58.402986,-34.587249,,bananalibros@gmail.com,http://bananalibros.com.ar/,,,,https://www.facebook.com/bananalibros/ https://www.instagram.com/bananalibros/,,,,,,0,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1904,LIBRERIA,GENERAL,BECA,,,,,"LEBENSOHN, MOISES",914,NUEVA POMPEYA,COMUNA 4,"LEBENSOHN, MOISES 914, CABA",-58.416948,-34.653108,4919-0025,,,,https://www.facebook.com/beca.ferias/,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1905,LIBRERIA,GENERAL,BEKER LIBROS,,,,,LAVALLE,2040,BALVANERA,COMUNA 3,"LAVALLE 2040, CABA",-58.396008,-34.603308,4952-0563,,,,,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1906,LIBRERIA,GENERAL,BIBLIOTERAPIA,,,,,SAN MARTIN AV.,2392,VILLA GRAL. MITRE,COMUNA 11,"SAN MARTIN AV. 2392, CABA",-58.461181,-34.603904,4581 4717,,,,https://www.facebook.com/biblioterapia.libros,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1907,LIBRERIA,GENERAL,BIBLOS,,,,,PUAN,378,CABALLITO,COMUNA 6,"PUAN 378, CABA",-58.447111,-34.627134,4432-8828,info@libreriabiblos.com.ar,http://libreriabiblos.com.ar/,,https://www.facebook.com/librosbiblos/,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1908,LIBRERIA,GENERAL,BORGES 1975,BAR,,,,"BORGES, JORGE LUIS",1975,PALERMO,COMUNA 14,"BORGES, JORGE LUIS 1975, CABA",-58.42632,-34.58627,4547- 4412,eventosborges1975@gmail.com,http://www.borges1975.com.ar/,,,,https://www.instagram.com/Borges1975.espacio.cultural/https://www.facebook.com/Borges1975Bar/,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1909,LIBRERIA,ESPECIALIZADA,BREZAL,,,,,SANTA FE AV.,2729,RECOLETA,COMUNA 2,"SANTA FE AV. 2729, CABA",-58.405367,-34.593044,,,https://brezal.com/,,https://www.facebook.com/espaciobrezal/,,https://www.instagram.com/espaciobrezal/?hl=es-la,,,,,,0,0,"LIBROS ILUSTRADOS, NOVELA GRÁFICA, INFANTILES, FICCIÓN"
1910,LIBRERIA,GENERAL,BRUJAS,,,,,RODRIGUEZ PEÑA,429,SAN NICOLAS,COMUNA 1,"RODRIGUEZ PEÑA 429, CABA",-58.390788,-34.60392,4373-7100,brujas429@uolsinectis.com.ar,,,https://www.facebook.com/brujasdiscosylibros,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1911,LIBRERIA,GENERAL,BUENOS AIRES BOOKS,,,URIBURU,,"URIBURU JOSE E., PRES.",637,BALVANERA,COMUNA 3,"URIBURU JOSE E., PRES. 637, CABA",-58.398508,-34.60174,,,,,https://www.facebook.com/buenosairesbooks/,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1912,LIBRERIA,GENERAL,BUENOS AIRES BOOKS,,,SALTA,,SALTA,742,MONSERRAT,COMUNA 1,"SALTA 742, CABA",-58.383001,-34.617089,4954-2840,buenosairesbooks.uriburu@gmail.com,,,https://www.facebook.com/buenosairesbooks/,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1913,LIBRERIA,ESPECIALIZADA,BUYATTI,,,,,VIAMONTE,1509,SAN NICOLAS,COMUNA 1,"VIAMONTE 1509, CABA",-58.388263,-34.600617,4371-2512,clientes@osmarbuyatti.com,http://www.osmarbuyatti.com/,,https://www.facebook.com/editorialbuyatti/,,,,,,,,,0,CIENCIAS ECONÓMICAS
1914,LIBRERIA,GENERAL,CALEIDOSCOPIO,,,,,ECHEVERRIA,3268,BELGRANO,COMUNA 13,"ECHEVERRIA 3268, CABA",-58.464207,-34.567944,4552-2144,,http://www.caleidoscopiolibros.com/,,https://www.facebook.com/pages/Caleidoscopio-Libros,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1915,LIBRERIA,GENERAL,CALIGARI,,,,,BOGOTA,101,CABALLITO,COMUNA 6,"BOGOTA 101, CABA",-58.432978,-34.61298,4981-6953,libroscaligari@gmail.com,https://www.caligarilibros.com.ar/,,https://www.facebook.com/caligaribooks/,,,,,,,,,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1916,LIBRERIA,GENERAL,CARAS Y CARETAS,,,,,JUNIN,365,BALVANERA,COMUNA 3,"JUNIN 365, CABA",-58.396678,-34.605051,15-3697-6262,,https://carasycaretas.org.ar/category/libros/,,,,https://www.instagram.com/libreriacarasycaretas/?hl=es-la,,,,,,0,0,"LITERATURA, CIENCIAS POLITICAS, LITERATURA INFANTIL Y JUVENIL, ENTRE OTRAS."
1917,LIBRERIA,ESPECIALIZADA,CASA CAIVA,,,,,CAVIA,2985,PALERMO,COMUNA 14,"CAVIA 2985, CABA",-58.407236,-34.577456,4809-8600,victoria@edicionesampersand.com,https://www.casacavia.com/collections/la-libreria,,https://www.facebook.com/casacavia/,,,,,,,,,0,"ARTE, DISEÑO, LITERATURA"
1918,LIBRERIA,ESPECIALIZADA,CASA DO BRASIL,,,,,CALLAO AV.,433,SAN NICOLAS,COMUNA 1,"CALLAO AV. 433, CABA",-58.392218,-34.60417,4371-7063,info@casadobrasil.com.ar,https://www.casadobrasilar.com/libreria,,https://www.facebook.com/casadobrasil.argentina/,,,,,,,,,0,LIBROS EN PORTUGUÉS
